0.18633,2.5146,2.0925,3.7925,5.8071,1.8695,1.7445,4.1364,0.80689
0.071808,4.5422,1.9061,1.386,2.0848,3.0366,1.9507,5.2814,0.81072
2.085,2.3397,1.98,5.7776,5.2942,2.4686,0.34219,1.877,0.81191
0.38598,3.4721,1.6979,1.2912,3.8008,5.6529,1.9012,1.8306,0.82617
3.7584,0.50557,5.6567,4.325,5.2893,1.7594,5.3736,1.3799,0.79993
5.5664,3.7339,6.0757,2.3575,0.5519,0.59449,3.5679,5.4859,0.79981
2.5895,1.7651,5.6341,1.3291,2.2022,3.1699,6.0952,6.2363,0.87341
0.24047,4.6649,2.3454,5.1584,2.6967,1.1169,4.3475,0.78497,0.79487
0.50795,1.8776,4.0733,0.71989,5.0432,1.4541,0.83376,3.2467,0.79531
0.51468,4.7597,1.9568,4.8572,1.521,4.3841,1.0076,2.237,0.79476
5.0854,1.4223,5.0892,3.0352,0.020937,5.5618,2.4564,4.9933,0.79457
5.0309,0.027694,5.0565,5.9672,2.442,5.6324,1.086,5.5759,0.79561
0.10625,0.87827,4.9915,3.4539,5.7905,5.0694,0.16967,5.4218,0.90516
5.4117,1.8583,0.70017,3.2951,0.95896,4.9451,1.4394,5.343,0.79672
5.7259,1.229,5.0994,5.4889,4.7124,5.099,2.5256,2.7155,0.8556
2.5188,3.4487,4.8981,4.0635,5.9532,2.0393,3.2395,4.774,0.79492
1.8026,1.3194,5.5611,2.0686,1.5757,3.9008,1.3204,0.37829,0.79538
5.297,4.8914,2.0258,0.065655,0.98922,1.141,1.0374,1.5523,0.82414
3.877,3.0453,0.67334,0.8614,2.1555,5.3573,4.3351,3.7424,0.79465
0.88341,4.0171,1.0132,4.8401,1.8367,6.0183,0.59809,1.686,0.79566
1.4373,1.0537,4.2272,5.2343,1.6991,1.5871,2.1886,5.9046,0.82764
5.2873,5.81,4.4871,4.1763,2.9813,0.43626,5.0829,3.8541,0.88659
5.3053,4.5072,1.4906,3.6163,3.5098,4.5833,2.888,5.8827,0.84364
1.3832,0.97272,5.0625,5.7079,0.039882,5.762,3.9341,5.945,0.85159
5.0965,4.5467,5.7698,4.4886,5.2996,5.2996,1.2796,3.775,0.88083
3.3675,1.1712,6.1866,3.0279,0.85473,0.082113,0.58858,5.8828,0.79458
3.8354,5.2129,6.2646,4.4447,4.7906,2.7073,6.1294,2.7985,0.80633
3.2916,1.2355,3.2416,4.0173,0.51797,2.4844,2.3081,0.25333,0.80302
4.0189,6.04,4.3988,0.1567,4.7989,2.6478,3.6209,0.34129,0.86365
0.032398,3.4407,0.48103,5.0459,2.2833,0.88113,1.5452,2.1713,0.81414
0.15544,1.4003,5.662,4.6894,1.5189,4.783,6.2358,1.2534,0.89343
4.3356,1.3366,5.1119,2.432,4.7666,4.3508,3.558,5.6142,0.80872
1.0782,3.9458,2.2561,3.684,0.35072,3.8442,3.2471,0.81125,0.83772
4.3601,3.979,6.1305,1.4851,2.8197,5.8365,5.5382,3.2458,0.79692
