0.54967,3.0918,5.3773,0.92207,0.48179
1.4282,4.5873,1.2255,4.5824,0.47532
1.9753,2.9445,4.6956,1.1859,0.48299
1.0981,2.874,1.8196,4.0457,0.48275
3.8145,0.86496,4.8619,4.7394,0.4758
2.5986,0.068416,2.6876,1.3241,0.48071
5.1293,4.7644,5.0749,3.7759,0.47807
1.1632,2.0103,2.2213,4.7057,0.4861
4.41,6.1851,1.3427,4.01,0.47819
1.5102,1.3838,4.821,3.7519,0.4752
3.6079,2.1282,1.9393,1.8566,0.47867
2.1928,3.2917,4.6071,4.5968,0.47448
0.35792,4.7431,4.6777,5.9395,0.47759
1.4377,2.9145,1.3911,2.6739,0.47496
4.1727,0.78428,1.3453,4.9146,0.47532
3.1243,1.9635,1.25,0.35274,0.48179
3.2611,3.17,0.89547,5.2482,0.48047
1.0978,4.2339,2.3693,1.2079,0.47532
3.5859,4.839,0.16731,2.4825,0.48263
6.2628,0.81892,0.69693,1.8855,0.48143
5.1323,0.14398,4.2384,0.50331,0.48347
3.7346,3.2615,5.0251,5.684,0.47544
6.1323,5.0893,0.50598,2.3257,0.48023
5.6647,0.079192,1.4558,3.3345,0.48251
3.7423,4.2253,1.3046,3.1046,0.47616
0.20374,4.3153,5.7638,0.83039,0.47532
0.58796,2.8227,4.4693,1.2972,0.47604
0.41074,5.7478,3.4802,0.47871,0.47544
2.8383,4.0486,1.9133,3.1914,0.47544
2.3589,0.032923,5.2455,1.6434,0.47556
6.1283,3.0438,2.7351,2.2435,0.48227
1.0555,5.3993,5.8022,0.67899,0.48167
6.1122,5.2176,4.4363,4.9483,0.47508
4.8222,4.0788,3.0036,0.66969,0.47951
5.1788,4.233,0.793,6.1934,0.4837
3.9748,3.6348,6.1327,1.1131,0.47556
4.2018,1.7223,1.0043,3.5965,0.48287
2.9963,3.5219,1.273,0.28177,0.47496
0.082538,4.2206,2.7092,4.9456,0.47484
2.218,2.2144,2.5397,1.1913,0.47592
4.9774,0,6.2832,0,0.4758
4.51,0.50172,0,6.2832,0.47664
0,4.5185,2.2369,0,0.48287
3.6822,0,6.2832,6.2832,0.48227
0.94766,0,0,5.2312,0.47987
4.4354,0,6.2832,0.58151,0.47532
5.1331,6.2832,6.2832,6.2832,0.47592
0,0.99223,1.3896,6.2832,0.47532
6.2832,3.895,0,1.0257,0.47472
0,6.2832,5.6362,6.2832,0.47484
6.2832,0.38787,1.4675,2.4988,0.48694
5.9756,3.2424,0,3.9555,0.48994
0.10986,0.32008,6.2832,1.7724,0.47472
5.0181,4.6807,6.2832,4.8805,0.47532
6.2832,6.2832,5.1069,0,0.47592
6.2832,3.9786,5.9539,6.2832,0.48454
0,6.2832,1.9624,0,0.47604
0,2.1256,4.8858,4.0737,0.47544
6.2832,6.2486,0,5.3702,0.47496
6.2832,0,0.89761,6.2832,0.48454
4.944,0.47446,0,6.2832,0.47628
3.7853,6.2832,5.7223,0.76681,0.48251
6.2832,4.5667,2.5118,2.117,0.4764
6.2832,6.2273,0,6.2832,0.47963
0,2.5476,0,4.3122,0.48347
5.7022,2.5234,0,6.2832,0.4764
6.2832,6.2832,4.4339,4.1818,0.47496
3.6698,0,4.7045,2.8434,0.47568
0,4.8257,6.1235,6.2716,0.47891
6.2832,6.1799,5.134,0,0.4758
0,1.3046,6.2832,0,0.47927
4.8749,0,6.2832,0.4978,0.47532
6.2832,6.2832,6.2832,6.2832,0.48227
0.86929,0,1.5103,0,0.47544
0,6.2832,2.8356,6.2832,0.47592
1.5707,0.28829,0.29345,0,0.47556
1.4662,6.2832,0,1.4118,0.47532
6.2832,1.0273,0,0,0.48119
1.6418,6.2832,1.047,6.2832,0.47508
0,0,0,6.2832,0.48227
6.2832,0.84692,2.6435,2.5094,0.47544
6.2832,0,1.1499,3.0361,0.48418
6.2695,3.1088,0,4.0063,0.48526
6.1593,2.6651,0,1.8876,0.48251
0,0.74068,0,5.0763,0.47532
5.0057,0.11894,3.3259,1.7176,0.47664
6.1497,0,0,3.8004,0.48406
4.3334,1.1329,0,5.2014,0.48239
2.7045,1.2276,1.1893,0.097271,0.47496
1.6735,5.186,3.6938,5.9893,0.47987
6.1692,0,0,4.3389,0.4867
6.2832,3.1882,0,3.25,0.4837
5.1303,0.91657,4.2864,3.1644,0.47951
3.729,5.4509,4.0148,6.2832,0.47795
6.0764,5.877,3.7529,3.3591,0.48131
6.2832,6.1952,6.2832,6.2832,0.47867
3.7415,3.7981,2.8024,1.2922,0.474
2.3616,0.42252,6.2832,6.2832,0.47604
3.5081,5.9568,0.10384,6.2832,0.47867
6.2832,0,1.1184,6.2832,0.48394
2.9107,1.7759,5.7739,1.5684,0.4752
5.2248,2.3149,5.5955,0,0.48059
5.1276,4.3876,1.1383,4.0562,0.47508
0,6.2832,3.8367,3.8911,0.47783
0.59232,0,0.32696,5.9039,0.48071
6.2832,0,0.58927,5.5992,0.47652
3.2205,0.13061,0.95041,2.7538,0.47508
6.2832,4.6499,1.6173,6.2832,0.47747
3.8491,4.5973,5.125,6.2832,0.48586
0.79561,6.2832,2.7739,0.67129,0.47843
6.2832,1.7181,1.3005,5.5301,0.47532
5.3531,1.8877,0,3.4009,0.48023
6.2832,2.4293,6.2656,6.2832,0.4752
0,6.2832,0.35973,1.2244,0.47771
6.2832,3.494,2.5474,4.6779,0.47915
2.4229,0,0.22384,0.4001,0.47376
0,0,0.31045,0,0.4849
5.1622,0,2.2026,0.31861,0.48059
4.5507,4.0349,0,5.5772,0.48179
0,0,0,6.2832,0.48227
5.2609,6.2832,0,6.2832,0.47616
5.933,2.3805,1.1624,0.55348,0.48574
6.2832,1.639,0,6.2832,0.47568
3.7476,6.2832,1.7446,0,0.4752
0.79226,2.4438,4.8816,5.1946,0.47232
5.3708,3.3527,0,3.4942,0.47556
6.2832,0.80936,0,1.2481,0.47472
6.2832,0.94903,3.5069,2.6458,0.47688
1.4173,1.2915,2.8232,2.8401,0.4758
6.2832,2.8628,0,4.3573,0.48886
5.9285,3.9102,1.0586,4.0143,0.4752
5.8913,3.1709,0,4.1968,0.49125
6.2832,3.0625,1.7514,4.7654,0.47987
4.1044,5.0977,0,4.2234,0.47532
4.3951,5.1174,1.8651,6.2832,0.47496
4.8621,5.5978,3.7345,4.8284,0.48179
6.2832,0.44901,2.6648,6.2832,0.47723
6.2832,0,5.8569,5.9219,0.47472
0.51495,3.2631,0.25035,0.16406,0.47807
5.9504,3.2363,0,4.0636,0.48826
6.0583,3.7987,4.1501,0,0.47759
4.2838,0.98957,5.1377,5.873,0.48191
5.2232,3.8965,0,4.6584,0.48299
6.2832,0,2.3532,0.61493,0.47664
5.596,2.447,0.33676,2.3359,0.47975
6.0996,0.10465,1.1083,4.0348,0.47532
0.88379,0,0,0,0.47891
6.0536,6.2832,0,3.7221,0.47915
6.2832,4.3461,4.0268,6.2832,0.47472
0,0.91456,0,3.7754,0.47532
1.1151,3.1236,0,6.2832,0.47795
1.0314,6.2832,2.663,4.235,0.47556
5.9645,0,0,4.6845,0.48347
6.2832,4.7968,2.0875,4.7026,0.4752
5.9512,0,0,1.7864,0.48131
6.2832,3.991,2.5601,4.4941,0.47867
0.93435,1.977,1.6552,3.6615,0.4752
4.806,4.7093,2.0213,4.3049,0.48131
6.2832,1.0267,0,2.9471,0.48418
6.2832,0.033095,0.61388,5.8018,0.48251
0.69826,3.0194,1.8946,0,0.4752
4.811,4.5385,1.8717,2.7729,0.48011
6.1518,0.68607,0.5478,1.9814,0.48227
1.8823,0,1.9047,6.2832,0.48574
6.2832,3.774,6.2832,4.3256,0.47424
4.0144,4.6239,1.782,3.9062,0.4752
6.1978,1.0765,0.34807,0,0.47795
