4.6262,3.0625,5.6287,5.6027,0.76411
0.37637,2.2417,1.1676,1.9668,0.73125
1.4266,1.3404,0.58749,1.777,0.76262
2.9297,1.4378,0.35535,0.4066,0.76317
5.6483,4.8053,0.29931,0.38023,0.76393
3.4196,2.489,4.2897,3.6385,0.76651
0.359,5.1689,2.9877,5.2588,0.76621
4.9919,3.2988,5.8246,2.1827,0.76553
4.8685,0.64553,2.5847,2.1892,0.76589
3.1983,0.304,5.4664,0.26092,0.76262
0.1618,5.8992,4.4611,2.4587,0.76633
6.1294,3.8625,5.9211,5.4432,0.71958
1.5228,6.2323,3.017,0.15871,0.76406
5.6612,2.9957,2.7307,1.0768,0.76617
2.8173,6.1742,3.2174,5.2209,0.76315
0.39455,3.5944,3.2955,0.080619,0.76636
0.62366,1.4608,2.9471,2.9323,0.76325
2.3153,0.73524,6.0227,5.2252,0.76849
3.2266,0.81918,5.379,5.6565,0.72887
2.3881,4.661,1.9197,3.1859,0.76083
0.01066,0.86905,4.5259,5.2699,0.76631
4.5087,1.1759,5.3697,3.5667,0.76512
2.1682,2.4911,1.9333,4.8629,0.76563
4.1242,2.1111,0.98522,1.9649,0.76727
1.064,2.8822,0.48447,0.67602,0.76295
3.9028,0.64664,4.7004,4.3642,0.7664
2.6679,1.0711,3.3566,4.6606,0.717
4.2542,4.03,2.8521,2.494,0.76584
1.1235,4.9492,4.979,2.1777,0.76623
5.576,2.3396,1.3746,0.34155,0.76623
1.0049,1.9264,1.9259,2.3554,0.76644
0.61478,5.64,4.5964,2.305,0.7661
4.7843,4.5515,2.8898,1.7855,0.76505
5.6176,2.5554,2.545,5.7453,0.76599
1.5565,1.171,1.5814,4.1478,0.73874
3.7525,0.32411,3.6514,2.6737,0.76622
0.4814,5.9311,5.0789,3.9276,0.7622
1.6748,2.6428,0.31688,3.7707,0.75986
5.3176,3.7457,0.9346,6.1607,0.7665
4.2981,3.2267,3.0876,4.8024,0.76428
6.2832,0,6.2832,6.2832,0.76503
6.2832,0,6.2832,0,0.76503
0,0,1.5723,6.2832,0.76521
6.2832,6.2832,4.9198,0,0.76321
6.2832,6.2832,0,4.1395,0.76683
4.6874,0,6.2832,0,0.76329
0,6.2832,6.2832,6.2832,0.76503
6.1855,0,6.2832,6.2832,0.76462
0,0,2.1935,6.2832,0.76369
1.0777,6.2832,0,0,0.76576
0,5.6328,4.2831,5.7148,0.7645
0,0,6.2832,6.2832,0.76503
6.2832,6.2832,6.2832,4.3252,0.76655
0,0,3.2453,0,0.76568
0.42093,0,3.3406,0,0.7666
4.3347,0,0,0,0.76543
0,1.5965,6.2832,0,0.76381
6.2832,6.2832,0,0,0.76503
4.7952,0.26674,6.2832,0,0.76596
6.2832,0,0,3.2661,0.76608
3.9812,0,5.7569,0,0.76604
6.2832,6.2832,6.2832,0,0.76503
0,0,6.2571,6.2832,0.76488
0,0,6.2832,0,0.76503
0,6.2832,2.0618,0,0.7651
0,0,0,6.2832,0.76503
0,6.2832,6.2832,0,0.76503
6.2832,0,6.2832,6.2832,0.76503
6.2832,0,6.2832,6.2832,0.76503
6.2832,6.2832,6.2832,0,0.76503
0,3.8193,6.2832,0,0.76579
0,6.2832,0,0,0.76503
6.2832,6.2832,5.414,6.2832,0.76125
6.2832,6.2832,6.2832,6.2832,0.76503
6.2832,0,0,6.2832,0.76503
0,0,6.2832,6.2832,0.76503
0,6.2832,0,0,0.76503
1.1088,0,0.36286,0,0.76439
2.1237,6.2832,0,0.50967,0.76479
6.2832,0,0,6.2832,0.76503
3.6353,0.11899,0.11058,5.3082,0.76598
3.2712,2.6031,4.9773,0.71631,0.76184
1.7897,0.26458,6.2832,4.6782,0.76465
3.1678,3.2474,6.2832,1.8787,0.75963
5.3805,5.1965,0.91273,6.2832,0.76427
