2.3051,3.8809,6.1334,3.1131,0.7643
1.7332,3.5345,4.9105,3.8276,0.76543
1.6719,5.2186,5.8784,0.030212,0.76474
1.4234,6.0174,4.6442,3.6928,0.76463
0.0082987,0.47442,1.5935,4.8849,0.76662
5.6109,5.5796,4.5192,4.1292,0.76642
2.8494,3.534,4.3575,3.3195,0.76499
3.6343,1.2212,4.8589,5.1885,0.66293
1.983,1.3914,4.6949,6.0471,0.76481
6.2456,4.4344,2.0005,1.9713,0.76212
6.182,3.7496,3.2071,5.0082,0.74677
6.0604,3.6838,4.8573,1.7918,0.7666
4.1863,6.0852,3.5991,0.093587,0.76533
4.5626,3.6552,5.9932,0.59156,0.76132
2.0989,0.62706,1.078,2.0654,0.7599
3.2847,1.0468,5.7003,1.9199,0.76317
1.7175,0.64147,4.7263,0.11324,0.76627
4.5137,0.9189,1.7981,1.0192,0.76436
4.8884,4.2196,3.9421,2.7897,0.76609
0.50934,4.0203,2.908,4.8178,0.76431
1.3922,2.3401,0.81329,4.2805,0.76367
1.2815,1.0234,3.4519,4.4896,0.76634
3.9213,2.4474,6.0916,2.8889,0.76504
4.5566,5.0264,2.7781,5.7759,0.72269
5.2425,2.512,3.7131,6.2137,0.76581
0.11872,4.7446,0.69725,5.8597,0.76633
1.2699,1.8549,1.2557,2.8998,0.76562
2.9474,4.0213,1.0239,5.6858,0.76647
2.3775,5.5614,0.23171,2.4281,0.76567
2.1388,1.3172,1.7136,3.7889,0.76026
0.40119,3.0182,1.446,3.5206,0.76018
4.7836,0.70992,2.2528,5.3146,0.76591
2.53,0.8317,0.8441,1.7895,0.76097
4.2367,0.40214,6.2744,4.1678,0.76472
3.4625,0.49824,3.2265,3.7841,0.76586
0.32331,3.9393,2.4369,4.1247,0.76611
1.9321,2.5845,1.5699,1.9474,0.76246
6.0661,4.0124,2.2918,2.0838,0.76066
5.8526,5.3819,2.5074,1.1825,0.75145
2.3752,4.7977,5.8201,0.63261,0.76645
0,5.9073,3.476,6.2832,0.76585
2.5214,4.449,6.2832,6.2832,0.76607
1.3041,0,0,5.3238,0.76547
6.2832,2.6953,6.2832,5.2417,0.76466
0,0,3.0862,6.2832,0.76456
6.2832,0,0,5.9088,0.76562
6.2832,0,3.7009,4.2745,0.76446
6.2832,3.329,3.6284,6.2832,0.76664
0,0,3.3347,5.2409,0.71695
6.2832,6.2832,0.8041,3.6064,0.76645
5.0369,6.2832,6.2832,6.2832,0.76304
6.2832,6.2832,0,0,0.76503
6.2832,5.5282,6.2832,0,0.75955
1.0969,0,5.9168,6.2832,0.76612
6.2832,0,4.2994,0,0.7665
6.2832,0,6.2832,3.9158,0.76691
0,0.30453,0,3.564,0.76678
0,4.9075,0,3.2119,0.76092
3.4316,0,4.9821,5.0537,0.76662
0,0.74278,6.2832,0.74745,0.766
0,5.3588,4.7068,0,0.76659
4.6272,0,6.2832,6.2832,0.76384
0,0,0,3.0356,0.76355
6.2832,0,0.81661,6.2832,0.76666
0.1443,4.3402,0.45331,6.2832,0.7612
2.3964,6.2832,0,2.5081,0.76302
5.785,5.5143,2.2135,6.2832,0.76633
6.2832,2.5507,1.7191,6.2832,0.76642
0,1.2118,0,6.2832,0.76475
0,1.1778,0,6.2832,0.76479
0,6.2832,0,4.5201,0.76597
0,3.4662,6.2116,3.9522,0.76677
0,0,0,6.2832,0.76503
0.84925,0,4.999,3.166,0.76384
2.229,1.4281,0,6.2832,0.7662
0,0.81988,6.2832,6.2832,0.76567
0,0,6.2832,5.837,0.76404
2.996,0,5.5483,6.0655,0.76569
0,0,1.986,1.6423,0.76656
0,6.2832,5.6838,5.799,0.76469
0,4.6093,0,5.3689,0.76626
5.7955,5.0975,0,6.2832,0.76527
0,0.35712,0,6.2832,0.76563
6.2832,0,2.5239,6.2832,0.7631
0.011571,0.71619,0.89226,3.1312,0.76383
0,6.2832,1.0468,4.5761,0.7302
0,6.2832,4.471,5.0686,0.76551
5.836,2.2807,1.9601,6.252,0.76648
6.2832,1.8783,2.0923,3.9485,0.76432
3.8793,0,0,6.0862,0.76607
1.6263,5.1587,4.9473,5.7057,0.7622
2.5891,0,3.5984,5.7542,0.75856
5.3598,0,5.4462,0.6365,0.76538
0,0.27575,5.277,2.3462,0.76503
0,0.28452,6.2832,4.2389,0.76657
6.2832,0,6.2832,6.1112,0.76216
0.73788,0,4.3854,6.2832,0.76237
0.28311,6.2832,6.2832,0,0.76593
4.4927,0,6.2832,6.2832,0.7646
6.2832,0.89747,5.3878,0,0.76345
0,6.2832,6.2832,0,0.76503
6.2395,0.7935,1.1227,4.7786,0.76631
3.9373,0.80173,5.2297,4.9163,0.75925
5.119,0.33565,0,2.8873,0.76647
0,2.5047,0,4.6122,0.76651
4.7578,0,6.2832,1.5068,0.76267
2.3284,5.826,2.8792,6.1063,0.76513
2.1078,2.7115,5.6576,1.7742,0.76411
1.5495,2.138,6.2832,0,0.76564
5.349,0.79087,6.2832,5.5533,0.74769
5.7656,4.0572,0.37464,5.8681,0.76617
0,6.2832,6.2832,2.4536,0.70229
2.62,2.6494,2.0924,6.2832,0.76621
0,0.42469,4.635,4.1641,0.76204
0,3.8739,5.8636,4.0916,0.76658
0.23153,0.64812,0,3.4196,0.76593
6.2832,5.6717,5.3225,6.2832,0.76521
0,4.4979,6.2832,6.2832,0.76454
0,2.5627,4.3225,4.0824,0.76499
6.2832,3.5538,4.6176,5.4914,0.76639
0.31633,0,2.7761,3.5203,0.76631
6.2832,0.47062,6.2832,3.1731,0.76582
0,0.67574,0,2.664,0.76479
6.2832,0.36269,1.8582,4.3501,0.76641
6.2832,0.22986,4.231,2.3334,0.76627
5.3687,5.3716,6.2832,1.6328,0.75937
0,2.8684,5.736,4.4382,0.76672
5.6094,0,4.771,5.9691,0.76648
4.185,2.7138,3.7671,4.1508,0.76005
5.0176,5.5778,1.9034,4.1545,0.76634
3.1458,0,5.0132,5.8036,0.76605
6.2832,4.1076,6.2832,6.2832,0.76532
0.39448,0.31118,0,1.4269,0.76167
1.066,0.4014,0,0,0.7648
0,0.61329,5.018,6.2832,0.69942
6.2832,0,6.2832,2.4989,0.72271
3.2459,0.079867,6.2832,2.8897,0.76211
6.2832,0,0.77252,6.2832,0.7667
2.5357,0.056088,0,3.9582,0.76669
0,4.128,5.6191,2.4,0.76324
0,4.0495,3.6018,3.6126,0.76277
4.2975,0.97051,0,4.8795,0.76615
6.2832,2.8947,6.2832,3.8084,0.76683
5.262,0.33173,4.7519,5.4101,0.7652
6.2832,0,0.66821,4.8744,0.6234
1.0502,1.3785,5.6299,6.2832,0.76249
0,0,6.2832,4.5689,0.76589
0.87126,0,6.2832,0,0.76613
3.5029,5.5501,0,4.8523,0.76628
6.0431,0,0.61786,4.0973,0.76589
6.2832,0,1.2792,6.2832,0.7663
6.2832,0,6.2702,3.0748,0.76396
6.2832,2.4954,6.2832,5.3517,0.7648
6.2832,0.31279,5.058,5.0475,0.7666
6.2832,5.2565,6.2832,1.5668,0.76629
3.8953,2.3085,6.2832,0.87463,0.7667
6.2832,4.9111,4.9205,6.092,0.76599
6.2832,4.9868,5.4415,5.0748,0.75982
0,1.4599,0.17212,4.942,0.766
0,0,0,0,0.76503
6.2832,0,6.2832,1.6505,0.76442
0.99139,0,6.2832,3.2176,0.76592
6.2832,0.017846,6.2832,1.8771,0.76116
6.2832,0.66637,1.8203,1.9353,0.76638
1.276,2.4949,6.2832,2.3826,0.76474
6.2832,0,3.8375,0,0.76676
0.18328,0,6.2832,3.3315,0.76657
6.2832,3.9147,6.2832,3.6459,0.76606
1.8519,0.65598,6.2832,4.8721,0.76527
6.2832,6.2832,4.264,1.4775,0.75661
5.1506,0,5.6694,3.7129,0.76354
6.2391,2.439,4.6362,2.1435,0.76208
0,0.036127,6.2832,3.0884,0.76446
6.2832,1.7358,6.2832,6.2832,0.76296
6.2832,2.6809,6.2832,1.6189,0.76644
6.2832,0,6.2832,0.64422,0.76684
2.9822,0.33413,5.7561,0.78942,0.76679
6.2832,0,0,5.4673,0.69972
4.2425,1.3484,2.3263,1.1814,0.76616
2.447,0,6.2832,4.885,0.76545
6.2832,2.2356,5.3038,3.228,0.76591
1.9564,0.61957,6.2832,3.4082,0.76546
6.2832,5.1971,6.2832,2.5897,0.7651
6.2832,3.3197,6.2832,6.2832,0.76544
0,0.044849,5.6814,4.907,0.76647
2.2916,6.2832,0,3.393,0.7642
6.2832,6.2832,3.38,3.454,0.76676
0.89085,2.6682,1.8178,5.8334,0.76086
6.2832,4.1793,5.715,6.2832,0.76584
6.2832,3.3208,0,2.3827,0.72817
6.2832,0,3.5764,6.0058,0.7658
0.29219,0.67444,6.1813,5.2345,0.763
1.3901,0.55735,1.9808,4.2491,0.76392
6.2832,0.088644,6.2232,5.1503,0.7589
4.6369,0,6.2775,3.0789,0.76415
6.2832,4.573,6.2832,0,0.76436
6.2832,3.7658,5.1244,4.5132,0.76668
5.9885,0,5.8575,2.9291,0.7635
6.031,0,0,1.4611,0.76586
4.1564,5.1068,4.8625,1.2233,0.76521
